94942,2.75,0,0,1
94945,5.4645,6.271e+05,83638,92
94946,8.5838,1e+06,1.1328e+05,13
94950,3.585,7.604e+05,21333,2
94951,6.6337,7.813e+05,93389,43
94952,5.7084,5.639e+05,75221,199
94955,56.7,0,0,1
94956,5.3142,8.799e+05,38750,28
94957,9.765,1e+06,1.8786e+05,23
94960,5.1855,8.993e+05,1.083e+05,89
94963,4.388,8.977e+05,79485,3
94964,5.16,0,1.0633e+05,1
94970,5.8308,1e+06,1.0777e+05,22
94972,5.25,0,0,2
94973,5.0992,6.845e+05,88750,6
94978,2.45,0,0,1
95001,6.93,0,0,2
95003,5.106,6.536e+05,83902,122
